Season,Player,Age_x,Tm,Pos_x,GP_x,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,SAtt.,Thru%,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct
2012,Shane Doan,36,PHX,RW,48,13,14,27,6,37,3.1,13,0,0,2,11,3,0,129,10.1,867,18:03:00,10,118,4,11,26.7,736,684,51.8,1.2,545,516,51.4,0,9.2,92.3,101.5,58.8,41.2,18:03:00,15:06:00,23,20,220,58.6,1,0,1,0.0
2012,Derek Dorsett,26,CBJ,RW,24,3,6,9,-11,53,0.2,3,0,0,0,6,0,0,38,7.9,384,15:59:00,10,55,13,10,56.5,268,305,46.8,-1.1,186,240,43.7,-3.5,10.9,86.7,97.6,40.7,59.3,15:59:00,13:48:00,5,1,58,65.5,0,0,0,0.0
2012,Drew Doughty,23,LAK,D,48,6,16,22,4,36,4.9,3,3,0,0,9,7,0,114,5.3,1267,1900-01-01 02:24:00,46,128,0,0,,991,725,57.8,3.8,747,571,56.7,2.7,8.3,90.8,99.1,54.9,45.1,1900-01-01 02:24:00,21:11:00,9,36,260,43.8,1,0,1,0.0
2012,Jake Dowell,27,MIN,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,08:33:00,0,2,2,1,66.7,13,7,65,9.4,9,6,60,2.7,0,100,100,33.3,66.7,08:33:00,08:10:00,0,1,4,75,0,0,0,0.0
2012,Steve Downie,25,COL,RW,2,0,1,1,1,6,0.1,0,0,0,0,1,0,0,2,0,18,08:54:00,1,5,1,0,100,13,14,48.1,-0.6,10,9,52.6,-0.6,12.5,100,112.5,40,60,08:54:00,07:42:00,0,1,4,50,0,0,0,0.0
2012,Nick Drazenovic,26,CBJ,C,8,0,0,0,-2,4,-0.2,0,0,0,0,0,0,0,5,0,79,09:56:00,1,8,29,25,53.7,44,44,50,6.1,25,36,41,-6.3,4.8,88,92.8,43.8,56.3,09:56:00,08:55:00,3,1,10,50,0,0,0,0.0
2012,Davis Drewiske,28,TOT,D,29,2,5,7,3,14,1.7,1,1,0,0,5,0,0,28,7.1,441,15:12:00,35,21,1,0,100,353,253,58.3,3.7,253,192,56.9,4.2,7.7,92.1,99.7,57.6,42.4,15:12:00,12:05:00,1,12,74,37.8,0,0,0,0.0
2012,Davis Drewiske,28,LAK,D,20,1,3,4,3,14,1.1,0,1,0,0,3,0,0,20,5,289,14:28:00,19,13,1,0,100,353,253,58.3,3.7,253,192,56.9,4.2,7.7,92.1,99.7,57.6,42.4,15:12:00,12:05:00,1,12,74,37.8,0,0,0,0.0
2012,Davis Drewiske,28,MTL,D,9,1,2,3,0,0,0.6,1,0,0,0,2,0,0,8,12.5,151,16:50:00,16,8,0,0,,353,253,58.3,3.7,253,192,56.9,4.2,7.7,92.1,99.7,57.6,42.4,15:12:00,12:05:00,1,12,74,37.8,0,0,0,0.0
2012,Brandon Dubinsky,26,CBJ,C,29,2,18,20,2,76,1.7,1,1,0,0,11,6,1,50,4,534,18:24:00,17,64,256,183,58.3,357,306,53.8,8.7,249,234,51.6,6.1,9.2,92.3,101.6,51.7,48.3,18:24:00,13:29:00,13,6,90,55.6,0,0,0,0.0
2012,Matt Duchene,22,COL,C,47,17,26,43,-12,12,4.5,15,2,0,3,18,7,1,132,12.9,983,20:55:00,47,48,488,405,54.6,752,762,49.7,0.2,557,556,50,-0.5,9.3,87.8,97.1,53.5,46.5,20:55:00,15:52:00,44,24,214,61.7,3,2,1,66.7
2012,Gabriel Dumont,22,MTL,C,10,1,2,3,1,13,0.3,1,0,0,0,2,0,0,20,5,97,09:41:00,6,21,29,17,63,106,68,60.9,-2.9,83,45,64.8,1.1,3.2,96.7,99.9,50,50,09:41:00,09:11:00,2,0,29,69,0,0,0,0.0
2012,Pascal Dupuis,33,PIT,LW,48,20,18,38,31,26,6.1,17,2,1,2,17,1,0,140,14.3,840,17:30:00,36,83,27,30,47.4,751,671,52.8,5.8,575,500,53.5,6,13.4,94.1,107.5,42.2,57.8,17:30:00,14:46:00,29,13,258,54.3,1,0,1,0.0
2012,Radek Dvorak,35,ANA,RW,9,4,0,4,2,2,0.8,4,0,0,1,0,0,0,17,23.5,118,13:08:00,1,2,0,2,0,78,100,43.8,-3.5,66,74,47.1,-1.7,8.7,95.7,104.4,52.1,47.9,13:08:00,12:01:00,4,4,23,73.9,0,0,0,0.0
2012,Patrick Dwyer,29,CAR,RW,46,8,8,16,-7,12,1.1,6,1,1,0,8,0,0,93,8.6,710,15:26:00,28,57,17,30,36.2,627,578,52,0.1,459,442,50.9,-0.7,7,90.4,97.5,49.3,50.7,15:26:00,12:48:00,16,10,171,54.4,0,0,0,0.0
2012,David Dziurzynski,23,OTT,C,12,2,0,2,-1,13,0.2,2,0,0,0,0,0,0,20,10,151,12:33:00,3,29,3,1,75,116,150,43.6,-3.7,89,121,42.4,-3.6,4.4,95.5,99.9,46.2,53.8,12:33:00,12:17:00,4,2,28,71.4,0,0,0,0.0
2012,Ben Eager,29,EDM,LW,14,1,1,2,-4,25,-0.1,1,0,0,0,1,0,0,14,7.1,135,09:40:00,6,40,0,0,,92,172,34.8,-15.5,70,119,37,-12.2,3.8,93.3,97.1,39.8,60.2,09:40:00,09:35:00,3,2,23,60.9,0,0,0,0.0
2012,Cody Eakin,21,DAL,C,48,7,17,24,1,31,2.2,4,3,0,1,17,0,0,67,10.4,724,15:05:00,29,71,304,322,48.6,523,527,49.8,2.1,354,390,47.6,0.3,10,92.1,102.2,54.3,45.7,15:05:00,12:10:00,27,25,120,55.8,0,0,0,0.0
2012,Mark Eaton,35,PIT,D,23,0,0,0,9,4,0.8,0,0,0,0,0,0,0,8,0,414,17:59:00,33,9,0,0,,286,371,43.5,-7.3,207,275,42.9,-8.5,12.8,95.1,108,45.7,54.3,17:59:00,16:06:00,2,3,32,25,0,0,0,0.0
2012,Patrick Eaves,28,DET,RW,34,2,6,8,-1,4,0.5,2,0,0,1,5,1,0,42,4.8,360,10:35:00,11,40,7,4,63.6,270,233,53.7,2.3,208,183,53.2,1.4,7.2,91.9,99,52.7,47.3,10:35:00,09:24:00,7,4,75,56,0,0,0,0.0
2012,Andrew Ebbett,30,VAN,C,28,1,5,6,-1,4,0.2,1,0,0,0,5,0,0,23,4.3,345,12:19:00,15,17,106,161,39.7,238,318,42.8,-13.5,184,240,43.4,-11.8,7.4,94.2,101.7,36,64,12:19:00,11:01:00,7,8,45,51.1,0,0,0,0.0
2012,Jordan Eberle,22,EDM,C,48,16,21,37,-4,16,4.2,13,3,0,3,15,6,0,133,12,912,19:00:00,16,31,8,11,42.1,735,710,50.9,7.7,576,532,52,9.2,8.7,89.6,98.2,49.5,50.5,0.7916666666666666,15:36:00,28,32,204,65.2,2,2,0,100.0
2012,Alexander Edler,26,VAN,D,45,8,14,22,-5,37,4,3,5,0,0,9,5,0,113,7.1,1073,23:51:00,81,77,1,0,100,759,699,52.1,-1.8,576,542,51.5,-0.4,7.5,91.9,99.5,56.9,43.1,23:51:00,18:17:00,19,26,252,44.8,4,0,4,0.0
2012,Christian Ehrhoff,30,BUF,D,47,5,17,22,6,34,4.3,4,1,0,2,9,8,0,102,4.9,1184,1900-01-01 01:11:00,81,38,0,0,,864,870,49.8,7.3,665,657,50.3,9.5,7.5,93,100.5,50,50,1900-01-01 01:11:00,19:40:00,22,24,223,45.7,0,0,0,0.0
2012,Mattias Ekholm,22,NSH,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,16,16:05:00,0,0,0,0,,14,6,70,7.5,11,4,73.3,12.2,0,66.7,66.7,60,40,16:05:00,15:02:00,1,3,1,0,0,0,0,0.0
2012,Oliver Ekman-Larsson,21,PHX,D,48,3,21,24,5,26,4.3,3,0,0,1,13,8,0,101,3,1205,1900-01-01 01:06:00,40,73,0,0,,827,817,50.3,-1.6,615,612,50.1,-3,8.7,92.7,101.4,45.3,54.7,1900-01-01 01:06:00,18:25:00,21,23,222,45.5,3,1,2,33.3
2012,Patrik Elias,36,NJD,LW,48,14,22,36,5,22,4.8,8,5,1,0,13,9,0,118,11.9,899,18:43:00,14,20,71,92,43.6,622,423,59.5,4.5,464,334,58.1,3.2,6.9,92,98.9,52.7,47.3,18:43:00,13:31:00,26,21,210,56.2,8,2,6,25.0
2012,Lars Eller,23,MTL,C,46,8,22,30,8,45,3.3,7,1,0,1,18,4,0,84,9.5,682,14:50:00,33,86,267,275,49.3,553,550,50.1,-4.1,400,384,51,-3.2,10.8,92.1,102.8,48.9,51.1,14:50:00,12:35:00,23,19,159,52.8,2,1,1,50.0
