,Player,Season,Age,Tm,Pos,GP,G,A,PTS,PlusMinus,PIM,PS,EV_A,PP_A,SH_A,GW,EV_A,PP_A,SH_A,S,S_Pct,TOI,ATOI,BLK,HIT,FOW,FOL,FO_Pct,CF,CA,CF_Pct,CF_Pct_rel,FF,FA,FF_Pct,FF_Pct_rel,oiSH_Pct,oiSV_Pct,PDO,oZS_Pct,dZS_Pct,TOI/60,TOI(EV),TK,GV,SAtt.,Thru_Pct,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct
665,Bobby Ryan,2008,21,ANA,RW,64,31,26,57,13,33,7.8,19,12,0,3,15,11,0,174,17.8,988,15:26:00,10,78,6,7,46.2,809,604,57.3,4.6,636,489,56.5,4.0,12.3,89.8,102.2,63.1,36.9,15:26:00,12:37:00,22,39,289,60.2,6,1,5,16.7
666,Michael Ryan,2008,28,CAR,LW,18,0,2,2,-3,2,-0.2,0,0,0,0,2,0,0,24,0.0,148,08:12:00,4,9,1,5,16.7,143,107,57.2,2.7,107,79,57.5,1.4,3.8,89.5,93.3,61.2,38.8,08:12:00,07:57:00,9,2,41,58.5,0,0,0,0.0
667,Michael Ryder,2008,28,BOS,RW,74,27,26,53,28,26,7.4,17,10,0,7,19,7,0,185,14.6,1104,14:55:00,19,103,7,8,46.7,840,753,52.7,2.6,630,566,52.7,2.8,12.6,93.8,106.4,51.4,48.6,14:43:00,11:33:00,20,12,310,59.0,3,1,2,33.3
668,Rick Rypien,2008,24,VAN,C,12,3,0,3,-3,19,0.3,2,0,1,0,0,0,0,16,18.8,112,09:20:00,7,22,9,9,50.0,52,93,35.9,-16.1,41,72,36.3,-12.5,7.7,88.9,96.6,36.0,64.0,09:20:00,07:46:00,3,3,22,72.7,0,0,0,0.0
669,Joe Sakic*,2008,39,COL,C,15,2,10,12,-6,6,0.8,2,0,0,0,4,6,0,46,4.3,272,18:07:00,5,7,117,99,54.2,150,169,47.0,-4.2,114,128,47.1,-6.7,9.3,83.7,93.0,44.3,55.7,18:07:00,12:26:00,13,14,79,58.2,0,0,0,0.0
670,Brian Salcido,2008,23,ANA,D,2,0,1,1,2,0,0.3,0,0,0,0,1,0,0,1,0.0,25,12:18:00,3,2,0,0,0.0,18,19,48.6,0.0,18,12,60.0,0.0,20.0,100.0,120.0,71.4,28.6,12:18:00,10:50:00,0,0,3,33.3,0,0,0,0.0
671,Ruslan Salei,2008,34,COL,D,70,4,17,21,-4,72,4.5,3,1,0,0,11,6,0,93,4.3,1477,21:06:00,143,107,0,0,0.0,1026,1156,47.0,-2.8,773,822,48.5,-2.5,9.3,90.5,99.8,52.0,48.0,21:05:00,16:20:00,18,36,242,38.4,0,0,0,0.0
672,Anssi Salmela,2008,24,TOT,D,26,1,5,6,1,8,1.1,0,1,0,0,5,0,0,41,2.4,416,15:59:00,27,24,0,0,0.0,316,331,48.8,-2.0,225,252,47.2,-4.7,8.7,92.9,101.6,62.7,37.3,15:59:00,12:50:00,6,11,94,43.6,0,0,0,0.0
673,Sami Salo,2008,34,VAN,D,60,5,20,25,5,26,4.5,0,5,0,2,11,9,0,110,4.5,1211,20:11:00,65,44,0,0,0.0,728,706,50.8,1.7,542,545,49.9,1.2,8.9,92.7,101.6,49.4,50.6,19:49:00,13:51:00,22,29,239,43.5,1,0,1,0.0
674,Bryce Salvador,2008,32,NJD,D,76,3,13,16,-1,78,3.0,3,0,0,2,11,0,2,68,4.4,1481,19:29:00,147,121,1,0,100.0,1027,1128,47.7,-9.1,790,855,48.0,-8.9,6.5,93.3,99.7,47.4,52.6,19:29:00,16:17:00,16,28,155,43.9,0,0,0,0.0
675,Sergei Samsonov,2008,30,CAR,LW,81,16,32,48,-8,28,4.1,13,3,0,3,16,16,0,155,10.3,1403,17:19:00,28,32,4,3,57.1,1197,1127,51.5,-1.5,901,834,51.9,-2.0,6.7,92.1,98.8,51.2,48.8,17:19:00,13:47:00,39,34,299,51.8,3,1,2,33.3
676,Mikael Samuelsson,2008,32,DET,RW,81,19,21,40,0,50,3.5,12,7,0,1,8,13,0,257,7.4,1245,15:22:00,23,91,2,6,25.0,1064,749,58.7,1.1,827,600,58.0,1.4,6.2,92.0,98.3,54.6,45.4,15:10:00,12:26:00,20,43,416,61.1,0,0,0,0.0
677,Mike Santorelli,2008,23,NSH,C,7,0,0,0,-5,2,-0.3,0,0,0,0,0,0,0,11,0.0,86,12:15:00,1,3,21,26,44.7,75,64,54.0,-0.1,48,55,46.6,-5.0,2.8,87.8,90.6,57.5,42.5,12:15:00,10:34:00,3,4,17,64.7,0,0,0,0.0
678,Cory Sarich,2008,30,CGY,D,76,2,18,20,12,112,4.4,2,0,0,0,15,1,2,57,3.5,1359,17:53:00,70,132,0,0,0.0,1032,838,55.2,-2.2,762,666,53.4,-1.9,8.3,92.7,101.0,56.2,43.8,17:39:00,14:28:00,13,46,160,35.6,0,0,0,0.0
679,Miroslav Satan,2008,34,PIT,RW,65,17,19,36,3,36,3.7,11,6,0,2,14,5,0,120,14.2,1024,15:45:00,10,20,5,7,41.7,735,796,48.0,2.9,548,586,48.3,1.8,9.7,93.2,102.9,49.8,50.2,15:45:00,12:48:00,19,20,225,53.3,4,0,4,0.0
680,Kurt Sauer,2008,28,PHX,D,68,1,6,7,-1,36,2.4,1,0,0,0,5,0,1,33,3.0,1402,20:37:00,121,91,0,1,0.0,783,1171,40.1,-9.8,600,827,42.0,-7.0,8.2,92.3,100.5,27.5,72.5,20:21:00,16:59:00,9,18,92,35.9,0,0,0,0.0
681,Michael Sauer,2008,21,NYR,D,3,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,2,0.0,28,09:21:00,3,2,0,0,0.0,12,28,30.0,-30.3,11,22,33.3,-31.4,16.7,87.5,104.2,60.0,40.0,09:21:00,08:52:00,0,0,4,50.0,0,0,0,0.0
682,Marc Savard,2008,31,BOS,C,82,25,63,88,25,70,9.8,16,9,0,5,40,21,2,213,11.7,1602,19:32:00,19,24,635,641,49.8,1209,1109,52.2,2.9,894,859,51.0,1.9,11.1,93.3,104.3,46.9,53.1,19:19:00,13:57:00,54,52,346,61.3,3,0,3,0.0
683,Raymond Sawada,2008,23,DAL,RW,5,1,0,1,-1,0,0.1,1,0,0,0,0,0,0,2,50.0,43,08:42:00,1,12,0,0,0.0,34,32,51.5,-3.9,25,25,50.0,-5.3,5.6,90.0,95.6,54.5,45.5,08:42:00,08:03:00,1,0,4,50.0,0,0,0,0.0
684,Luca Sbisa,2008,19,PHI,D,39,0,7,7,-6,36,0.7,0,0,0,0,3,4,0,38,0.0,682,17:29:00,48,46,0,0,0.0,510,624,45.0,-3.6,361,446,44.7,-5.3,6.9,92.6,99.5,45.0,55.0,17:29:00,15:19:00,7,29,96,39.6,0,0,0,0.0
685,Luke Schenn,2008,19,TOR,D,70,2,12,14,-12,71,1.4,1,1,0,0,12,0,0,102,2.0,1507,21:32:00,115,204,0,0,0.0,1219,1319,48.0,-4.7,912,986,48.1,-5.5,8.3,90.5,98.8,51.5,48.5,21:17:00,17:41:00,31,73,225,44.4,0,0,0,0.0
686,David Schlemko,2008,21,PHX,D,3,0,1,1,-2,0,0.0,0,0,0,0,0,1,0,3,0.0,58,19:16:00,3,6,0,0,0.0,50,40,55.6,13.7,36,33,52.2,16.6,8.3,85.7,94.0,68.0,32.0,19:16:00,16:14:00,0,2,9,33.3,0,0,0,0.0
687,Mathieu Schneider,2008,39,TOT,D,67,9,23,32,-12,64,4.2,3,6,0,2,10,12,1,128,7.0,1407,21:00:00,118,71,0,0,0.0,1011,1029,49.6,3.5,759,794,48.9,3.1,8.7,90.8,99.6,51.0,49.0,0.875,16:15:00,49,41,283,45.2,0,0,0,0.0
688,Rob Schremp,2008,22,EDM,C,4,0,3,3,2,2,0.3,0,0,0,0,3,0,0,3,0.0,54,13:35:00,0,3,1,1,50.0,31,43,41.9,-20.9,29,37,43.9,-20.2,19.0,92.6,111.6,72.7,27.3,13:35:00,10:45:00,3,3,6,50.0,1,0,1,0.0
689,Christoph Schubert,2008,26,OTT,LW,50,3,3,6,-8,26,-0.4,2,1,0,0,2,1,0,57,5.3,680,13:36:00,43,108,0,0,0.0,394,503,43.9,-8.2,305,381,44.5,-9.1,8.5,90.5,99.0,53.3,46.7,13:36:00,10:18:00,9,21,119,47.9,0,0,0,0.0
690,Jeff Schultz,2008,22,WSH,D,64,1,11,12,13,21,3.1,0,0,1,0,11,0,0,40,2.5,1265,19:46:00,93,53,0,0,0.0,995,929,51.7,-6.0,715,689,50.9,-7.0,9.9,91.5,101.4,56.4,43.6,19:46:00,16:11:00,11,34,99,40.4,0,0,0,0.0
691,Nick Schultz,2008,26,MIN,D,79,2,9,11,-4,31,4.0,2,0,0,0,7,0,2,48,4.2,1624,20:33:00,152,78,0,1,0.0,964,1308,42.4,-9.8,740,990,42.8,-9.6,7.8,93.2,101.0,25.3,74.7,20:33:00,17:06:00,9,35,117,41.0,0,0,0,0.0
692,John Scott,2008,26,MIN,D,20,0,1,1,-1,21,0.4,0,0,0,0,1,0,0,6,0.0,185,09:14:00,21,17,0,0,0.0,127,171,42.6,-7.1,99,131,43.0,-8.0,10.4,91.5,101.9,38.3,61.7,09:14:00,09:02:00,3,4,14,42.9,0,0,0,0.0
693,Rob Scuderi,2008,30,PIT,D,81,1,15,16,23,18,4.5,1,0,0,0,15,0,0,51,2.0,1552,19:10:00,164,61,0,0,0.0,1049,1226,46.1,-2.9,803,889,47.5,-2.9,10.6,93.3,103.9,44.1,55.9,19:10:00,15:15:00,26,36,88,58.0,0,0,0,0.0
694,Brent Seabrook,2008,23,CHI,D,82,8,18,26,23,62,6.7,4,3,1,1,13,5,0,132,6.1,1912,23:19:00,113,224,0,0,0.0,1331,1073,55.4,-0.7,1045,843,55.3,-0.1,9.0,92.4,101.4,51.1,48.9,23:18:00,17:16:00,26,35,269,49.1,0,0,0,0.0
695,Daniel Sedin,2008,28,VAN,LW,82,31,51,82,24,36,9.9,22,9,0,7,36,15,0,285,10.9,1541,18:48:00,15,13,14,19,42.4,1134,961,54.1,7.4,859,776,52.5,5.5,10.5,93.3,103.7,54.0,46.0,18:35:00,14:08:00,35,42,482,59.1,2,0,2,0.0
696,Henrik Sedin,2008,28,VAN,C,82,22,60,82,22,48,8.7,18,4,0,8,38,22,0,143,15.4,1601,19:31:00,16,17,664,682,49.3,1181,1009,53.9,7.5,887,805,52.4,5.7,10.5,92.9,103.4,51.5,48.5,19:19:00,14:29:00,42,62,221,63.8,1,0,1,0.0
697,Brandon Segal,2008,25,TBL,RW,2,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,2,0.0,28,13:48:00,1,4,0,0,0.0,24,20,54.5,7.5,20,15,57.1,10.4,0.0,100.0,100.0,38.5,61.5,13:48:00,13:11:00,1,0,6,33.3,0,0,0,0.0
698,Dennis Seidenberg,2008,27,CAR,D,70,5,25,30,-9,37,4.8,3,2,0,1,16,9,0,129,3.9,1563,22:20:00,160,146,0,0,0.0,1126,1127,50.0,-3.6,826,808,50.6,-3.2,7.0,91.7,98.7,48.4,51.6,22:20:00,16:51:00,27,29,255,50.6,0,0,0,0.0
699,Andrej Sekera,2008,22,BUF,D,69,3,16,19,-11,22,2.9,2,1,0,1,12,4,0,84,3.6,1428,20:42:00,94,64,0,1,0.0,1089,996,52.2,1.8,813,755,51.8,0.9,7.4,89.8,97.2,54.1,45.9,20:41:00,16:33:00,19,47,194,43.3,0,0,0,0.0
700,Teemu Selanne*,2008,38,ANA,RW,65,27,27,54,-3,36,6.3,11,16,0,5,15,12,0,186,14.5,1072,16:29:00,5,18,110,114,49.1,780,693,53.0,-1.9,617,562,52.3,-2.4,8.2,91.3,99.5,60.6,39.4,16:29:00,12:43:00,23,47,311,59.8,0,0,0,0.0
701,Alexei Semenov,2008,27,SJS,D,47,1,7,8,3,57,2.0,1,0,0,0,6,1,0,28,3.6,613,13:03:00,30,53,0,1,0.0,496,443,52.8,-3.7,376,339,52.6,-4.3,6.6,93.5,100.1,53.1,46.9,13:03:00,12:05:00,10,19,68,41.2,0,0,0,0.0
702,Alexander Semin,2008,24,WSH,RW,62,34,45,79,25,77,10.7,26,8,0,8,21,22,2,223,15.2,1193,19:14:00,10,22,12,12,50.0,970,716,57.5,3.7,729,524,58.2,4.7,11.0,91.4,102.4,60.4,39.6,19:14:00,13:43:00,73,66,435,51.3,7,3,4,42.9
703,Tim Sestito,2008,24,EDM,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,6,05:53:00,0,3,1,1,50.0,3,4,42.9,-9.8,2,4,33.3,-24.4,0.0,100.0,100.0,0.0,0.0,05:53:00,04:23:00,0,0,1,100.0,0,0,0,0.0
704,Devin Setoguchi,2008,22,SJS,RW,81,31,34,65,16,25,8.4,20,11,0,3,22,12,0,246,12.6,1313,16:13:00,30,146,6,15,28.6,1076,912,54.1,-0.9,823,719,53.4,-2.9,9.2,92.7,101.9,55.6,44.4,16:13:00,13:23:00,37,61,437,56.3,2,0,2,0.0
705,Brendan Shanahan*,2008,40,NJD,LW,34,6,8,14,-2,29,1.1,4,2,0,1,7,1,0,77,7.8,506,14:54:00,21,18,12,15,44.4,308,363,45.9,-12.9,232,272,46.0,-14.2,6.7,93.3,100.0,57.1,42.9,14:54:00,10:53:00,14,10,122,62.3,0,0,0,0.0
706,Ryan Shannon,2008,25,OTT,RW,35,8,12,20,-1,2,2.1,5,3,0,1,8,4,0,61,13.1,528,15:04:00,16,21,2,4,33.3,330,343,49.0,-3.1,252,252,50.0,-1.7,8.6,91.3,99.9,48.2,51.8,14:56:00,12:12:00,17,11,103,60.2,0,0,0,0.0
707,Patrick Sharp,2008,27,CHI,C,61,26,18,44,6,41,5.4,17,9,0,4,8,9,1,184,14.1,1095,17:57:00,21,44,258,307,45.7,780,627,55.4,0.5,585,492,54.3,-1.4,8.1,92.7,100.8,64.9,35.1,17:56:00,13:13:00,22,18,294,61.9,4,1,3,25.0
708,Jody Shelley,2008,32,SJS,LW,70,2,2,4,-6,116,-0.3,2,0,0,1,2,0,0,44,4.5,433,06:11:00,7,125,3,4,42.9,322,315,50.5,-4.6,235,237,49.8,-6.2,3.5,93.0,96.5,64.5,35.5,06:11:00,06:08:00,7,15,64,68.8,0,0,0,0.0
709,James Sheppard,2008,20,MIN,C,82,5,19,24,-14,41,0.8,5,0,0,1,16,3,0,88,5.7,1245,15:11:00,47,69,361,509,41.5,851,997,46.0,-4.0,648,738,46.8,-3.5,7.3,91.3,98.5,39.2,60.8,15:11:00,13:02:00,36,22,143,61.5,0,0,0,0.0
710,Jaime Sifers,2008,26,TOR,D,23,0,2,2,-4,18,0.0,0,0,0,0,1,1,0,25,0.0,295,12:50:00,23,29,0,0,0.0,245,239,50.6,-1.3,179,171,51.1,-0.9,6.8,87.8,94.6,56.8,43.2,12:50:00,11:25:00,3,9,52,48.1,0,0,0,0.0
711,Mike Sillinger,2008,37,NYI,C,7,2,0,2,-5,0,0.1,1,1,0,0,0,0,0,14,14.3,99,14:08:00,4,7,71,51,58.2,67,91,42.4,-11.3,45,62,42.1,-15.8,6.1,84.4,90.5,39.3,60.7,14:08:00,11:10:00,0,2,24,58.3,0,0,0,0.0
712,Jon Sim,2008,31,NYI,LW,49,9,6,15,-12,42,1.0,6,3,0,0,6,0,0,90,10.0,596,12:10:00,21,44,1,5,16.7,429,586,42.3,-8.4,321,413,43.7,-7.2,8.8,90.0,98.8,43.4,56.6,12:10:00,10:27:00,13,11,149,60.4,0,0,0,0.0
713,Wayne Simmonds,2008,20,LAK,RW,82,9,14,23,-8,73,1.5,7,2,0,2,10,3,1,127,7.1,1135,13:50:00,42,132,9,16,36.0,828,866,48.9,-4.2,620,652,48.7,-4.5,6.0,92.7,98.6,46.7,53.3,13:50:00,12:25:00,39,40,229,55.5,2,1,1,50.0
714,Fredrik Sjostrom,2008,25,NYR,RW,79,7,6,13,-11,30,0.3,5,0,2,0,5,0,1,95,7.4,961,12:10:00,49,120,3,2,60.0,655,629,51.0,-3.2,503,487,50.8,-3.2,5.2,90.8,96.1,45.6,54.4,12:10:00,09:13:00,19,13,151,62.9,9,3,6,33.3
715,Jack Skille,2008,21,CHI,RW,8,1,0,1,-3,5,-0.1,1,0,0,0,0,0,0,14,7.1,76,09:26:00,0,9,0,0,0.0,53,62,46.1,-12.6,44,51,46.3,-14.4,3.0,90.7,93.7,56.5,43.5,09:26:00,09:09:00,2,2,19,73.7,0,0,0,0.0
716,Brett Skinner,2008,25,NYI,D,11,0,0,0,3,4,0.4,0,0,0,0,0,0,0,5,0.0,129,11:43:00,10,1,0,0,0.0,94,119,44.1,-2.4,70,86,44.9,-1.4,11.1,95.6,106.7,50.0,50.0,11:43:00,10:46:00,4,3,11,45.5,0,0,0,0.0
717,Martin Skoula,2008,29,MIN,D,81,4,12,16,-12,10,4.1,4,0,0,0,11,0,1,55,7.3,1617,19:58:00,126,57,0,0,0.0,1086,1285,45.8,-4.3,835,977,46.1,-4.2,7.9,91.4,99.2,34.0,66.0,19:58:00,17:03:00,11,40,108,50.9,0,0,0,0.0
718,Karlis Skrastins,2008,34,FLA,D,80,4,14,18,9,30,4.4,4,0,0,0,13,0,1,55,7.3,1645,20:34:00,171,39,0,0,0.0,1156,1451,44.3,-4.9,880,1139,43.6,-5.0,8.8,94.0,102.8,40.9,59.1,20:34:00,17:10:00,19,32,151,36.4,0,0,0,0.0
719,Jim Slater,2008,26,ATL,C,60,8,10,18,0,52,1.4,6,0,2,0,10,0,0,94,8.5,675,11:15:00,42,85,245,217,53.0,429,491,46.6,-2.5,344,371,48.1,-1.5,7.8,92.4,100.1,46.6,53.4,11:15:00,08:34:00,26,10,152,61.8,0,0,0,0.0
720,Tyler Sloan,2008,27,WSH,D,26,1,4,5,4,14,1.2,1,0,0,0,4,0,0,8,12.5,433,16:39:00,50,33,0,0,0.0,366,337,52.1,-1.6,264,248,51.6,-2.7,9.6,91.0,100.5,48.8,51.2,16:39:00,14:06:00,9,19,31,25.8,0,0,0,0.0
721,David Sloane,2008,23,PHI,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,7,06:44:00,1,0,0,0,0.0,6,3,66.7,0.0,5,2,71.4,0.0,0.0,100.0,100.0,100.0,0.0,06:44:00,06:44:00,0,0,0,0.0,0,0,0,0.0
722,Matt Smaby,2008,24,TBL,D,43,0,4,4,-11,50,0.1,0,0,0,0,4,0,0,28,0.0,821,19:05:00,68,122,1,0,100.0,537,673,44.4,-5.8,398,511,43.8,-5.6,9.2,89.7,98.9,43.3,56.7,19:05:00,15:42:00,17,33,69,40.6,0,0,0,0.0
723,Ladislav Smid,2008,22,EDM,D,60,0,11,11,-6,57,1.3,0,0,0,0,11,0,0,33,0.0,897,14:57:00,56,93,0,0,0.0,605,798,43.1,-7.2,471,603,43.9,-6.1,8.1,91.9,100.0,49.9,50.1,14:57:00,14:03:00,13,37,67,49.3,0,0,0,0.0
724,Jason Smith,2008,35,OTT,D,63,1,0,1,-3,47,1.4,1,0,0,1,0,0,0,53,1.9,1105,17:32:00,148,123,0,1,0.0,743,901,45.2,-8.2,554,642,46.3,-7.4,9.0,91.2,100.2,48.8,51.2,17:28:00,14:18:00,4,36,119,44.5,0,0,0,0.0
725,Trevor Smith,2008,23,NYI,C,7,1,0,1,-3,0,0.0,1,0,0,0,0,0,0,7,14.3,83,11:48:00,7,8,6,3,66.7,62,104,37.3,-11.7,51,74,40.8,-7.8,5.3,91.1,96.3,46.2,53.8,11:48:00,11:40:00,3,0,12,58.3,0,0,0,0.0
726,Zack Smith,2008,20,OTT,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,7,07:01:00,0,1,0,1,0.0,4,7,36.4,0.0,3,6,33.3,0.0,0.0,100.0,100.0,100.0,0.0,07:01:00,07:01:00,0,0,1,0.0,0,0,0,0.0
727,Jerred Smithson,2008,29,NSH,RW,82,4,9,13,-6,49,-0.3,4,0,0,0,9,0,0,74,5.4,1135,13:51:00,50,140,380,342,52.6,634,784,44.7,-6.8,478,597,44.5,-7.0,7.7,91.9,99.6,32.1,67.9,13:50:00,10:53:00,40,26,121,61.2,0,0,0,0.0
728,Radek Smolenak,2008,22,TBL,LW,6,0,1,1,1,10,0.1,0,0,0,0,1,0,0,14,0.0,50,08:21:00,3,3,0,0,0.0,43,41,51.2,1.6,34,28,54.8,9.1,3.7,100.0,103.7,55.0,45.0,08:21:00,07:58:00,1,0,18,77.8,0,0,0,0.0
729,Jordan Smotherman,2008,22,ATL,LW,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,13,06:40:00,0,3,0,0,0.0,6,12,33.3,0.0,5,8,38.5,0.0,0.0,83.3,83.3,33.3,66.7,06:40:00,06:40:00,0,0,2,50.0,0,0,0,0.0
730,Ryan Smyth,2008,32,COL,LW,77,26,33,59,-15,62,6.0,15,10,1,3,23,10,0,257,10.1,1562,20:17:00,31,46,89,85,51.1,1133,1135,50.0,2.1,864,802,51.9,2.7,7.7,89.4,97.1,49.7,50.3,20:16:00,15:14:00,48,70,380,67.6,4,1,3,25.0
731,Vladimir Sobotka,2008,21,BOS,C,25,1,4,5,-10,10,-0.3,1,0,0,0,4,0,0,19,5.3,264,10:33:00,7,48,30,22,57.7,208,194,51.7,-2.1,155,144,51.8,1.1,7.5,84.2,91.8,61.7,38.3,10:33:00,10:06:00,8,0,40,47.5,0,0,0,0.0
732,Brent Sopel,2008,32,CHI,D,23,1,1,2,-4,8,0.2,1,0,0,1,1,0,0,15,6.7,318,13:49:00,45,14,0,0,0.0,216,230,48.4,-8.1,166,168,49.7,-6.7,7.2,89.3,96.5,46.9,53.1,13:49:00,10:45:00,7,7,32,46.9,0,0,0,0.0
733,Sheldon Souray,2008,32,EDM,D,81,23,30,53,1,98,9.4,10,12,1,5,19,11,0,268,8.6,2012,1900-01-01 00:51:00,69,82,0,0,0.0,1237,1266,49.4,1.7,946,996,48.7,0.7,8.4,92.9,101.3,49.4,50.6,1900-01-01 00:50:00,16:23:00,45,92,528,50.8,0,0,0,0.0
734,Jaroslav Spacek,2008,34,BUF,D,80,8,37,45,2,38,7.5,4,4,0,0,19,18,0,130,6.2,1782,22:17:00,126,78,0,0,0.0,1261,1106,53.3,4.5,942,819,53.5,4.5,8.9,90.7,99.6,52.3,47.7,22:10:00,16:02:00,25,70,288,45.1,0,0,0,0.0
735,Jason Spezza,2008,25,OTT,C,82,32,41,73,-14,79,8.1,18,13,1,3,23,18,0,246,13.0,1615,19:41:00,22,26,787,690,53.3,1189,1115,51.6,2.1,889,837,51.5,1.1,8.9,88.9,97.8,53.5,46.5,19:36:00,15:04:00,73,81,413,59.6,10,3,7,30.0
736,Janis Sprukts,2008,27,FLA,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,12,12:19:00,0,0,0,0,0.0,6,11,35.3,-11.6,6,10,37.5,-8.5,0.0,100.0,100.0,37.5,62.5,12:19:00,12:19:00,3,0,2,50.0,0,0,0,0.0
737,Martin St. Louis*,2008,33,TBL,RW,82,30,50,80,4,14,8.4,21,7,2,3,31,18,1,262,11.5,1745,21:17:00,48,17,14,16,46.7,1169,1132,50.8,3.3,899,883,50.4,2.8,10.3,91.0,101.3,61.5,38.5,21:17:00,14:47:00,74,68,453,57.8,0,0,0,0.0
738,Martin St. Pierre,2008,25,BOS,C,14,2,2,4,-1,4,0.3,1,0,1,1,2,0,0,15,13.3,160,11:24:00,6,8,43,58,42.6,109,109,50.0,-0.6,83,83,50.0,0.5,7.1,90.2,97.3,54.2,45.8,11:24:00,09:11:00,6,2,26,57.7,1,1,0,100.0
739,Eric Staal,2008,24,CAR,C,82,40,35,75,15,50,9.8,25,14,1,8,24,10,1,372,10.8,1726,21:03:00,37,61,718,868,45.3,1478,1178,55.6,5.8,1139,876,56.5,6.4,8.3,91.5,99.7,51.9,48.1,21:00:00,15:04:00,55,37,635,58.4,2,0,2,0.0
740,Jordan Staal,2008,20,PIT,C,82,22,27,49,5,37,4.5,19,2,1,3,20,4,3,166,13.3,1627,19:51:00,55,156,567,639,47.0,985,1016,49.2,1.9,729,736,49.8,0.3,9.9,91.1,101.0,40.0,60.0,19:51:00,13:57:00,45,44,300,55.3,0,0,0,0.0
741,Marc Staal,2008,22,NYR,D,82,3,12,15,-7,64,4.2,3,0,0,1,10,1,1,96,3.1,1733,21:08:00,75,189,0,0,0.0,1439,1194,54.7,1.0,1097,936,54.0,0.2,6.4,90.2,96.6,53.3,46.7,21:08:00,17:24:00,41,31,214,44.9,0,0,0,0.0
742,Drew Stafford,2008,23,BUF,RW,79,20,25,45,3,29,4.8,11,9,0,0,17,8,0,183,10.9,1235,15:38:00,18,80,4,16,20.0,886,931,48.8,-1.4,694,711,49.4,-0.9,9.0,92.4,101.4,46.9,53.1,15:33:00,12:47:00,24,30,282,64.9,11,4,7,36.4
743,Garrett Stafford,2008,29,DAL,D,3,0,2,2,0,0,0.3,0,0,0,0,2,0,0,5,0.0,54,18:00:00,2,4,0,0,0.0,52,34,60.5,15.4,35,28,55.6,11.7,8.3,88.9,97.2,59.1,40.9,18:00:00,15:58:00,0,0,14,35.7,0,0,0,0.0
744,Steve Staios,2008,35,EDM,D,80,2,12,14,-5,92,2.4,2,0,0,0,12,0,0,78,2.6,1584,19:48:00,157,98,0,0,0.0,1002,1273,44.0,-6.3,750,965,43.7,-6.6,8.6,92.8,101.3,47.8,52.2,19:48:00,15:55:00,26,72,169,46.2,0,0,0,0.0
745,Matt Stajan,2008,25,TOR,C,76,15,40,55,-4,54,4.5,9,5,1,1,32,6,2,114,13.2,1287,16:56:00,46,112,598,564,51.5,986,964,50.6,-0.5,734,717,50.6,-1.4,10.5,88.1,98.6,52.6,47.4,16:40:00,12:36:00,43,34,189,58.7,1,0,1,0.0
746,Steven Stamkos,2008,18,TBL,C,79,23,23,46,-13,39,4.5,14,9,0,1,15,8,0,181,12.7,1180,14:56:00,17,75,253,304,45.4,808,881,47.8,-0.9,609,685,47.1,-1.8,8.9,91.4,100.3,58.3,41.8,14:56:00,11:52:00,49,33,328,54.9,5,1,4,20.0
747,Tim Stapleton,2008,26,TOR,RW,4,1,0,1,-3,0,0.0,1,0,0,0,0,0,0,9,11.1,60,15:06:00,3,2,1,4,20.0,48,54,47.1,3.6,42,40,51.2,8.0,3.3,85.7,89.0,52.8,47.2,15:06:00,11:55:00,1,2,12,75.0,1,1,0,100.0
748,Paul Stastny,2008,23,COL,C,45,11,25,36,-9,22,3.1,4,7,0,2,13,12,0,118,9.3,956,21:14:00,37,19,440,410,51.8,570,567,50.1,0.2,445,374,54.3,2.8,7.6,87.8,95.4,47.9,52.1,21:14:00,14:44:00,33,28,168,70.2,0,0,0,0.0
749,Yan Stastny,2008,26,STL,C,34,3,4,7,-14,20,-0.2,3,0,0,0,3,0,1,30,10.0,433,12:45:00,18,25,46,56,45.1,209,355,37.1,-13.6,172,271,38.8,-13.5,8.4,87.6,96.0,39.2,60.8,12:45:00,09:58:00,9,5,54,55.6,0,0,0,0.0
750,Brad Staubitz,2008,24,SJS,RW,35,1,2,3,0,76,0.1,1,0,0,1,2,0,0,22,4.5,218,06:13:00,3,56,0,2,0.0,161,140,53.5,-1.1,125,108,53.6,-1.1,3.2,96.4,99.6,59.1,40.9,06:13:00,06:06:00,3,6,40,55.0,0,0,0,0.0
751,David Steckel,2008,26,WSH,C,76,8,11,19,2,34,0.9,6,0,2,1,10,0,1,103,7.8,1050,13:49:00,52,91,513,373,57.9,675,636,51.5,-4.5,504,470,51.7,-3.9,6.0,92.9,98.9,48.4,51.6,13:48:00,09:55:00,35,38,181,56.9,0,0,0,0.0
